quality_stream_key,deviceKey,count,reject_reason_display_name,prodmetric_stream_key
1757293,Line 3,1,Underweight,5439153
1757316,Line 3,2,Overweight,5439259
1757400,Line 1,12,Detected by Max WIP,5439404
1757401,Line 1,6,Cosmetic Defect,5439404
1757437,Line 1,2,Squished,5439458
1757438,Line 1,8,Reject,5439458
1757506,Line 3,1,Out of Spec,5439609
1757507,Line 3,5,Overweight,5439609
1757542,Line 3,6,Detected by Max WIP,5439668
1757543,Line 3,14,Reject,5439668
1757585,Line 1,4,Squished,5439783
1757586,Line 1,2,xyz,5439783
1757587,Line 1,5,Bad Packaging,5439783
1757610,Line 1,5,foreign particle,5439849
1757657,Line 1,7,Out of Spec,5439922
1757658,Line 1,19,Overweight,5439922
1757659,Line 1,1,Scratch,5439922
1757660,Line 1,4,Squished,5439922
1747769,Line 1,6,Cosmetic Defect,5420590
1747770,Line 1,7,Out of Spec,5420590
1747859,Line 3,9,Detected by Max WIP,5420800
1747870,Line 3,3,Out of Spec,5420876
1747939,Line 1,5,foreign particle,5420982
1747940,Line 1,10,Underweight,5420982
1747990,Line 3,3,Reject,5421107
1747991,Line 3,5,Detected by Max WIP,5421107
1747992,Line 3,1,Underweight,5421107
1747993,Line 3,3,Scratch,5421107
1747994,Line 3,2,Out of Spec,5421107
1748131,Line 1,2,Reject,5421406
1748132,Line 1,5,Cosmetic Defect,5421406
1748172,Line 1,8,Bad Packaging,5421464
1748173,Line 1,4,Overweight,5421464
1748174,Line 1,9,Reject,5421464
1748175,Line 1,12,Squished,5421464
1748208,Line 3,6,Cosmetic Defect,5421481
1748209,Line 3,8,Reject,5421481
1748210,Line 3,3,Overweight,5421481
1748211,Line 3,5,Out of Spec,5421481
1748366,Line 1,4,Out of Spec,5421855
1748367,Line 1,6,Cosmetic Defect,5421855
1748485,Line 1,1,foreign particle,5422151
1748486,Line 1,1,Squished,5422151
1748487,Line 1,1,Overweight,5422151
1748500,Line 1,3,Out of Spec,5422217
1748501,Line 1,2,Overweight,5422217
1748502,Line 1,7,Squished,5422217
1748503,Line 1,6,xyz,5422217
1748542,Line 1,7,Squished,5422278
1748543,Line 1,6,Detected by Max WIP,5422278
1748712,Line 1,3,xyz,5422637
1748713,Line 1,5,foreign particle,5422637
1748728,Line 1,12,Reject,5422656
1748729,Line 1,14,Squished,5422656
1748730,Line 1,3,xyz,5422656
1748913,Line 1,10,Scratch,5422971
1748919,Line 1,6,Overweight,5423042
1749021,Line 3,8,Scratch,5423211
1749022,Line 3,7,Detected by Max WIP,5423211
1749023,Line 3,6,Reject,5423211
1749024,Line 3,9,Out of Spec,5423211
1749049,Line 1,7,xyz,5423333
1749050,Line 1,3,Reject,5423333
1749090,Line 1,6,foreign particle,5423376
1749091,Line 1,7,Cosmetic Defect,5423376
1749190,Line 3,2,Reject,5423467
1749212,Line 3,12,Scratch,5423510
1749213,Line 3,3,Reject,5423510
1749214,Line 3,4,Cosmetic Defect,5423510
1749215,Line 3,2,Underweight,5423510
1749350,Line 1,1,Squished,5423796
1749351,Line 1,21,Detected by Max WIP,5423796
1749352,Line 1,19,foreign particle,5423796
1749353,Line 1,15,Underweight,5423796
1749354,Line 1,5,xyz,5423796
1749355,Line 1,2,Out of Spec,5423796
1749573,Line 3,2,Reject,5424175
1749582,Line 1,3,foreign particle,5424207
1749593,Line 3,3,Out of Spec,5424200
1749796,Line 1,4,Reject,5424558
1749829,Line 1,8,foreign particle,5424611
1749844,Line 1,12,Bad Packaging,5424631
1749922,Line 3,14,Out of Spec,5424849
1749923,Line 3,9,Detected by Max WIP,5424849
1749940,Line 3,16,Overweight,5424866
1749941,Line 3,1,Out of Spec,5424866
1750003,Line 1,2,Overweight,5425000
1750004,Line 1,3,Underweight,5425000
1750005,Line 1,10,Detected by Max WIP,5425000
1750006,Line 1,7,Bad Packaging,5425000
1750007,Line 1,2,foreign particle,5425000
1750008,Line 1,4,Scratch,5425000
1750047,Line 1,4,Detected by Max WIP,5425098
1750201,Line 3,5,Detected by Max WIP,5425409
1750202,Line 3,9,Reject,5425409
1750203,Line 3,6,Out of Spec,5425409
1750204,Line 3,1,Overweight,5425409
1750205,Line 3,4,Scratch,5425409
1750206,Line 3,5,Underweight,5425409
1750262,Line 3,5,Reject,5425519
1750263,Line 3,8,Out of Spec,5425519
1750294,Line 1,2,Reject,5425547
1750295,Line 1,3,Underweight,5425547
1750296,Line 1,4,Bad Packaging,5425547
1750297,Line 1,8,Cosmetic Defect,5425547
1750298,Line 1,9,foreign particle,5425547
1750401,Line 3,5,Scratch,5425793
1750421,Line 3,6,Cosmetic Defect,5425824
1750422,Line 3,5,Out of Spec,5425824
1750423,Line 3,1,Scratch,5425824
1750424,Line 3,1,Reject,5425824
1750434,Line 1,13,Detected by Max WIP,5425833
1750435,Line 1,5,xyz,5425833
1750436,Line 1,1,Underweight,5425833
1750437,Line 1,8,Reject,5425833
1750438,Line 1,6,Bad Packaging,5425833
1750488,Line 1,1,foreign particle,5425913
1750489,Line 1,1,Underweight,5425913
1750678,Line 3,21,Scratch,5426203
1750679,Line 3,6,Detected by Max WIP,5426203
1750680,Line 3,7,Reject,5426203
1750731,Line 1,4,Reject,5426286
1750827,Line 3,9,Detected by Max WIP,5426440
1750828,Line 3,12,Underweight,5426440
1750851,Line 3,5,Scratch,5426464
1750852,Line 3,11,Cosmetic Defect,5426464
1750956,Line 1,8,Detected by Max WIP,5426643
1750957,Line 1,4,Cosmetic Defect,5426643
1750958,Line 1,7,Bad Packaging,5426643
1751207,Line 1,6,foreign particle,5427080
1751208,Line 1,5,Out of Spec,5427080
1751234,Line 3,5,Scratch,5427150
1751235,Line 3,3,Reject,5427150
1751236,Line 3,8,Detected by Max WIP,5427150
1751237,Line 3,9,Out of Spec,5427150
1751274,Line 3,7,Out of Spec,5427198
1751373,Line 3,3,Scratch,5427451
1751374,Line 3,14,Underweight,5427451
1751402,Line 3,1,Cosmetic Defect,5427484
1751403,Line 3,4,Reject,5427484
1751563,Line 3,8,Underweight,5427762
1751580,Line 3,5,Overweight,5427786
1751581,Line 3,6,Underweight,5427786
1751582,Line 3,2,Reject,5427786
1751583,Line 3,9,Cosmetic Defect,5427786
1751588,Line 1,4,Detected by Max WIP,5427792
1751589,Line 1,2,Cosmetic Defect,5427792
1751590,Line 1,6,Bad Packaging,5427792
1751591,Line 1,3,Squished,5427792
1751619,Line 1,14,Detected by Max WIP,5427841
1751675,Line 1,7,Bad Packaging,5427896
1751676,Line 1,5,Detected by Max WIP,5427896
1751793,Line 3,2,Out of Spec,5428112
1751794,Line 3,6,Overweight,5428112
1753779,Line 1,6,Bad Packaging,5432196
1753780,Line 1,2,Underweight,5432196
1753781,Line 1,9,Cosmetic Defect,5432196
1753809,Line 3,8,Cosmetic Defect,5432263
1753810,Line 3,1,Underweight,5432263
1753811,Line 3,1,Out of Spec,5432263
1753819,Line 1,8,foreign particle,5432297
1754055,Line 3,3,Overweight,5432658
1754065,Line 1,1,xyz,5432670
1754066,Line 1,2,Underweight,5432670
1754067,Line 1,5,Detected by Max WIP,5432670
1754212,Line 3,8,Out of Spec,5433055
1754213,Line 3,4,Reject,5433055
1754214,Line 3,5,Underweight,5433055
1754391,Line 1,1,xyz,5433334
1754392,Line 1,14,Detected by Max WIP,5433334
1754393,Line 1,2,Cosmetic Defect,5433334
1754419,Line 3,9,Scratch,5433386
1754420,Line 3,4,Underweight,5433386
1754440,Line 1,19,Cosmetic Defect,5433397
1754441,Line 1,11,Detected by Max WIP,5433397
1754442,Line 1,13,xyz,5433397
1754619,Line 1,5,Out of Spec,5433682
1754663,Line 1,3,Squished,5433772
1754684,Line 3,10,Reject,5433837
1754685,Line 3,2,Out of Spec,5433837
1754753,Line 3,9,Out of Spec,5433881
1754754,Line 3,7,Reject,5433881
1754755,Line 3,10,Cosmetic Defect,5433881
1754887,Line 3,9,Scratch,5434124
1754888,Line 3,16,Reject,5434124
1754889,Line 3,13,Underweight,5434124
1755049,Line 3,2,Detected by Max WIP,5434496
1755050,Line 3,3,Reject,5434496
1755051,Line 3,11,Overweight,5434496
1755052,Line 1,6,Detected by Max WIP,5434506
1755053,Line 1,7,Bad Packaging,5434506
1755093,Line 1,3,foreign particle,5434617
1755191,Line 1,4,xyz,5434871
1755207,Line 3,1,Out of Spec,5434882
1755208,Line 3,3,Reject,5434882
1755209,Line 3,21,Detected by Max WIP,5434882
1755210,Line 3,11,Scratch,5434882
1755213,Line 1,14,Out of Spec,5434935
1755214,Line 1,1,Bad Packaging,5434935
1755225,Line 1,3,Cosmetic Defect,5434985
1755341,Line 3,2,Detected by Max WIP,5435151
1755370,Line 3,11,Overweight,5435238
1755371,Line 3,5,Out of Spec,5435238
1755433,Line 1,6,Detected by Max WIP,5435307
1755434,Line 1,5,Bad Packaging,5435307
1755435,Line 1,9,xyz,5435307
1755436,Line 1,2,Cosmetic Defect,5435307
1755528,Line 3,6,Detected by Max WIP,5435542
1755529,Line 3,8,Scratch,5435542
1755681,Line 3,9,Cosmetic Defect,5435841
1755772,Line 1,2,Overweight,5436078
1755773,Line 1,4,Reject,5436078
1755774,Line 1,4,Squished,5436078
1755940,Line 3,10,Out of Spec,5436313
1755941,Line 3,2,Cosmetic Defect,5436313
1755953,Line 1,20,Squished,5436393
1755954,Line 1,6,foreign particle,5436393
1755955,Line 1,5,Overweight,5436393
1755956,Line 1,2,Underweight,5436393
1756060,Line 3,9,Detected by Max WIP,5436639
1756061,Line 3,15,Scratch,5436639
1756107,Line 3,7,Out of Spec,5436697
1756108,Line 3,9,Cosmetic Defect,5436697
1756202,Line 1,5,Squished,5436855
1756203,Line 1,7,foreign particle,5436855
1756204,Line 1,5,Bad Packaging,5436855
1756205,Line 1,3,Cosmetic Defect,5436855
1756252,Line 3,3,Detected by Max WIP,5436957
1756253,Line 3,12,Out of Spec,5436957
1756254,Line 3,4,Scratch,5436957
1772164,Line 4,1,Reject,5468467
1772169,Line 4,10,Detected by Max WIP,5468473
1772170,Line 4,10,Reject,5468473
1772186,Line 4,14,Detected by Max WIP,5468502
1772203,Line 4,30,Reject,5468556
1772204,Line 4,1,Detected by Max WIP,5468556
1772206,Line 4,14,Detected by Max WIP,5468560
1772234,Line 4,7,Reject,5468634
1772239,Line 4,1,Reject,5468640
1772255,Line 4,4,Reject,5468818
1772256,Line 4,8,Detected by Max WIP,5468818
1772269,Line 4,7,Reject,5468854
1751795,Line 3,9,Cosmetic Defect,5428112
1751889,Line 1,10,Overweight,5428324
1751890,Line 1,6,Squished,5428324
1751907,Line 1,3,foreign particle,5428366
1751908,Line 1,3,Scratch,5428366
1751909,Line 1,14,Reject,5428366
1751929,Line 3,2,Out of Spec,5428392
1752058,Line 1,8,Scratch,5428737
1752060,Line 1,1,Underweight,5428776
1752061,Line 1,1,xyz,5428776
1752062,Line 1,13,Out of Spec,5428776
1757841,Line 3,7,Reject,5440272
1757876,Line 1,18,foreign particle,5440303
1757877,Line 1,1,Bad Packaging,5440303
1758005,Line 3,5,Reject,5440647
1758013,Line 1,1,Bad Packaging,5440663
1758014,Line 1,5,xyz,5440663
1758015,Line 1,7,Cosmetic Defect,5440663
1758044,Line 3,3,Reject,5440705
1758045,Line 3,6,Overweight,5440705
1758179,Line 3,3,Reject,5440998
1758180,Line 3,15,Overweight,5440998
1758211,Line 3,7,Detected by Max WIP,5441052
1758256,Line 1,8,xyz,5441142
1758316,Line 3,13,Cosmetic Defect,5441283
1758343,Line 3,5,Underweight,5441321
1758344,Line 3,1,Reject,5441321
1758345,Line 3,5,Overweight,5441321
1758352,Line 3,2,Detected by Max WIP,5441342
1758435,Line 1,3,Bad Packaging,5441481
1758490,Line 3,3,Reject,5441572
1758491,Line 3,5,Detected by Max WIP,5441572
1758671,Line 1,4,Out of Spec,5441975
1758672,Line 1,11,Overweight,5441975
1758673,Line 1,5,Underweight,5441975
1758674,Line 1,6,foreign particle,5441975
1758675,Line 1,4,xyz,5441975
1758687,Line 3,6,Out of Spec,5441981
1758688,Line 3,1,Scratch,5441981
1758689,Line 3,2,Detected by Max WIP,5441981
1758809,Line 3,22,Overweight,5442225
1758810,Line 3,14,Reject,5442225
1758824,Line 3,19,Detected by Max WIP,5442285
1758825,Line 3,14,Overweight,5442285
1758878,Line 1,5,Overweight,5442422
1758879,Line 1,1,Bad Packaging,5442422
1758921,Line 3,3,Overweight,5442570
1759182,Line 3,8,Overweight,5443008
1759183,Line 3,15,Out of Spec,5443008
1759253,Line 1,4,Overweight,5443172
1759529,Line 3,1,Cosmetic Defect,5443633
1759530,Line 3,6,Scratch,5443633
1759531,Line 3,13,Overweight,5443633
1759558,Line 3,10,Out of Spec,5443668
1759562,Line 3,4,Overweight,5443684
1759717,Line 1,1,xyz,5443971
1759722,Line 3,5,Reject,5443983
1759890,Line 1,6,Squished,5444363
1759891,Line 1,11,Cosmetic Defect,5444363
1759957,Line 3,3,Cosmetic Defect,5444588
1759958,Line 3,4,Detected by Max WIP,5444588
1759968,Line 3,6,Out of Spec,5444622
1760024,Line 3,4,Reject,5444681
1760106,Line 1,6,xyz,5444840
1760107,Line 1,11,Scratch,5444840
1760108,Line 1,12,Squished,5444840
1760109,Line 1,4,Bad Packaging,5444840
1760110,Line 1,1,Underweight,5444840
1760111,Line 1,5,Out of Spec,5444840
1760125,Line 1,1,Reject,5444877
1760126,Line 1,4,Cosmetic Defect,5444877
1760127,Line 1,4,xyz,5444877
1760140,Line 1,9,Reject,5444909
1760209,Line 3,1,Reject,5445048
1760210,Line 3,14,Cosmetic Defect,5445048
1760211,Line 3,8,Overweight,5445048
1760298,Line 1,9,Underweight,5445186
1760299,Line 1,6,Detected by Max WIP,5445186
1760323,Line 1,5,xyz,5445273
1760324,Line 1,11,Reject,5445273
1760325,Line 1,3,Out of Spec,5445273
1760326,Line 1,2,Scratch,5445273
1760327,Line 1,5,Underweight,5445273
1760374,Line 3,2,Underweight,5445290
1760375,Line 3,2,Cosmetic Defect,5445299
1760376,Line 3,2,Underweight,5445299
1760377,Line 3,9,Scratch,5445299
1760378,Line 3,3,Reject,5445299
1760519,Line 1,3,Scratch,5445599
1760520,Line 1,4,Cosmetic Defect,5445599
1760521,Line 1,5,Underweight,5445599
1772280,Line 4,15,Reject,5468960
1772300,Line 4,7,Reject,5468999
1772304,Line 4,6,Detected by Max WIP,5469012
1772305,Line 4,6,Reject,5469012
1772336,Line 4,1,Detected by Max WIP,5469163
1772339,Line 4,28,Detected by Max WIP,5469173
1772340,Line 4,9,Reject,5469173
1772352,Line 4,1,Detected by Max WIP,5469208
1772454,Line 4,9,Reject,5469208
1772457,Line 4,10,Detected by Max WIP,5469277
1772458,Line 4,20,Reject,5469277
1772474,Line 4,3,Reject,5469317
1772475,Line 4,10,Detected by Max WIP,5469324
1772476,Line 4,10,Reject,5469324
1772478,Line 4,10,Detected by Max WIP,5469327
1772479,Line 4,4,Reject,5469327
1772481,Line 4,18,Detected by Max WIP,5469331
1772493,Line 4,8,Detected by Max WIP,5469364
1772496,Line 4,8,Reject,5469367
1772509,Line 4,1,Detected by Max WIP,5469402
1772525,Line 4,6,Detected by Max WIP,5469446
1772526,Line 4,28,Reject,5469446
1772530,Line 4,10,Reject,5469455
1772531,Line 4,7,Reject,5469461
1772540,Line 4,14,Detected by Max WIP,5469632
1772658,Line 4,13,Detected by Max WIP,5469674
1772672,Line 4,14,Reject,5469715
1772692,Line 4,1,Reject,5469754
1772693,Line 4,17,Detected by Max WIP,5469754
1772695,Line 4,9,Reject,5469764
1772709,Line 4,7,Reject,5469799
1772710,Line 4,11,Detected by Max WIP,5469799
1772711,Line 4,1,Detected by Max WIP,5469802
1772712,Line 4,9,Reject,5469802
1772713,Line 4,13,Reject,5469806
1772714,Line 4,3,Detected by Max WIP,5469806
1772732,Line 4,21,Reject,5469985
1772733,Line 4,17,Detected by Max WIP,5469985
1772746,Line 4,23,Detected by Max WIP,5470025
1772747,Line 4,10,Reject,5470025
1772762,Line 4,15,Reject,5470066
1772763,Line 4,15,Detected by Max WIP,5470066
1772778,Line 4,5,Detected by Max WIP,5470107
1772796,Line 4,17,Reject,5470283
1772797,Line 4,25,Detected by Max WIP,5470283
1772799,Line 4,12,Reject,5470286
1772812,Line 4,4,Detected by Max WIP,5470320
1772831,Line 4,7,Reject,5470366
1772832,Line 4,6,Detected by Max WIP,5470366
1772847,Line 4,5,Reject,5470413
1772848,Line 4,9,Detected by Max WIP,5470413
1772852,Line 4,14,Reject,5470419
1772961,Line 4,5,Reject,5470448
1772962,Line 4,7,Detected by Max WIP,5470448
1772965,Line 4,10,Reject,5470451
1772966,Line 4,27,Detected by Max WIP,5470451
1772982,Line 4,1,Reject,5470565
1747780,Line 3,1,Detected by Max WIP,5420637
1747781,Line 3,6,Scratch,5420637
1747853,Line 1,3,Reject,5420790
1747962,Line 3,3,Underweight,5421085
1747963,Line 3,6,Detected by Max WIP,5421085
1748061,Line 1,2,Reject,5421247
1748062,Line 1,2,Underweight,5421247
1748077,Line 1,8,foreign particle,5421279
1748082,Line 3,3,Overweight,5421272
1748246,Line 3,5,Overweight,5421655
1748247,Line 3,6,Reject,5421655
1748248,Line 3,6,Detected by Max WIP,5421655
1748313,Line 1,6,Overweight,5421736
1748314,Line 1,10,xyz,5421736
1748315,Line 1,2,Underweight,5421736
1748316,Line 1,4,Squished,5421736
1748317,Line 1,4,Bad Packaging,5421736
1748455,Line 1,28,Overweight,5422076
1748456,Line 1,3,Scratch,5422076
1748559,Line 3,5,Cosmetic Defect,5422303
1748560,Line 3,4,Out of Spec,5422303
1748630,Line 1,3,Detected by Max WIP,5422515
1748749,Line 3,3,Out of Spec,5422664
1748750,Line 3,9,Scratch,5422664
1748751,Line 3,8,Detected by Max WIP,5422664
1748823,Line 1,5,Overweight,5422876
1748990,Line 1,4,Reject,5423169
1748991,Line 1,1,xyz,5423169
1748992,Line 1,1,Underweight,5423169
1749008,Line 1,5,Scratch,5423207
1749041,Line 1,4,xyz,5423313
1771945,Line 4,20,Reject,5468369
1771946,Line 4,7,Detected by Max WIP,5468369
1772162,Line 4,8,Detected by Max WIP,5468466
1772163,Line 4,3,Reject,5468466
1772165,Line 4,7,Reject,5468469
1772166,Line 4,14,Detected by Max WIP,5468469
1772168,Line 4,11,Detected by Max WIP,5468472
1772187,Line 4,1,Reject,5468504
1772200,Line 4,1,Detected by Max WIP,5468545
1772201,Line 4,7,Reject,5468545
1772215,Line 4,12,Reject,5468582
1772217,Line 4,13,Reject,5468586
1772232,Line 4,18,Reject,5468633
1772233,Line 4,3,Detected by Max WIP,5468633
1772235,Line 4,2,Reject,5468636
1772236,Line 4,9,Detected by Max WIP,5468636
1772248,Line 4,7,Reject,5468801
1772249,Line 4,2,Detected by Max WIP,5468801
1772251,Line 4,4,Reject,5468814
1772252,Line 4,6,Detected by Max WIP,5468814
1772266,Line 4,5,Detected by Max WIP,5468849
1772278,Line 4,20,Reject,5468949
1772279,Line 4,14,Detected by Max WIP,5468949
1772281,Line 4,7,Reject,5468962
1772282,Line 4,6,Detected by Max WIP,5468962
1772296,Line 4,5,Reject,5468994
1772297,Line 4,9,Detected by Max WIP,5468994
1772301,Line 4,15,Reject,5469001
1772315,Line 4,6,Detected by Max WIP,5469040
1772316,Line 4,2,Detected by Max WIP,5469114
1772317,Line 4,2,Reject,5469114
1772321,Line 4,8,Detected by Max WIP,5469126
1772333,Line 4,17,Detected by Max WIP,5469158
1772334,Line 4,7,Reject,5469158
1772455,Line 4,4,Detected by Max WIP,5469211
1772456,Line 4,9,Reject,5469211
1772473,Line 4,13,Reject,5469315
1772492,Line 4,8,Reject,5469362
1772510,Line 4,2,Detected by Max WIP,5469404
1772511,Line 4,13,Reject,5469404
1772527,Line 4,17,Detected by Max WIP,5469448
1772538,Line 4,15,Reject,5469620
1772539,Line 4,1,Detected by Max WIP,5469620
1772554,Line 4,13,Detected by Max WIP,5469664
1772673,Line 4,33,Detected by Max WIP,5469717
1772694,Line 4,7,Reject,5469756
1772708,Line 4,5,Reject,5469797
1772728,Line 4,9,Reject,5469968
1772729,Line 4,10,Detected by Max WIP,5469968
1772731,Line 4,17,Detected by Max WIP,5469981
1772740,Line 4,2,Detected by Max WIP,5470014
1772741,Line 4,3,Reject,5470014
1772742,Line 4,12,Detected by Max WIP,5470020
1772743,Line 4,5,Reject,5470020
1772757,Line 4,15,Detected by Max WIP,5470056
1772758,Line 4,6,Reject,5470056
1772773,Line 4,3,Detected by Max WIP,5470099
1772774,Line 4,8,Reject,5470103
1772775,Line 4,4,Detected by Max WIP,5470103
1772790,Line 4,13,Detected by Max WIP,5470145
1772791,Line 4,9,Reject,5470145
1772793,Line 4,6,Detected by Max WIP,5470149
1772809,Line 4,1,Reject,5470314
1772810,Line 4,9,Detected by Max WIP,5470314
1753759,Line 3,1,Out of Spec,5432173
1753769,Line 3,6,Overweight,5432192
1753770,Line 3,2,Out of Spec,5432192
1753965,Line 3,10,Cosmetic Defect,5432563
1754041,Line 1,3,Overweight,5432643
1754042,Line 1,8,Cosmetic Defect,5432643
1754043,Line 1,10,Detected by Max WIP,5432643
1754191,Line 1,13,xyz,5433039
1754192,Line 1,3,Detected by Max WIP,5433039
1754193,Line 1,4,Bad Packaging,5433039
1754252,Line 1,15,Reject,5433109
1754253,Line 1,3,Detected by Max WIP,5433109
1754349,Line 3,5,Cosmetic Defect,5433206
1754350,Line 3,13,Detected by Max WIP,5433206
1754475,Line 1,3,Cosmetic Defect,5433516
1754476,Line 1,9,foreign particle,5433516
1754477,Line 1,7,Underweight,5433516
1754643,Line 3,3,Detected by Max WIP,5433746
1754644,Line 3,1,Cosmetic Defect,5433746
1754647,Line 1,1,Detected by Max WIP,5433756
1754648,Line 1,12,Out of Spec,5433756
1754726,Line 1,2,Bad Packaging,5433862
1753686,Line 1,2,foreign particle,5432022
1753710,Line 1,5,Underweight,5432074
1753731,Line 3,11,Underweight,5432137
1753888,Line 1,8,Scratch,5432404
1753942,Line 1,6,foreign particle,5432438
1753944,Line 3,2,Cosmetic Defect,5432461
1753945,Line 3,15,Scratch,5432461
1754105,Line 1,5,Out of Spec,5432805
1754119,Line 3,15,Out of Spec,5432852
1754163,Line 1,5,Cosmetic Defect,5432893
1754164,Line 1,5,Reject,5432893
